invoice,customer_id,country,invoice_date,invoice_date_only,invoice_year,invoice_month,invoice_yearmonth,day_of_week,line_item_count,distinct_products,total_quantity,order_revenue
507129,15860,United Kingdom,2010-05-06 12:15:00,2010-05-06,2010,5,2010-05,Thursday,31,30,45,129.09
507130,12523,France,2010-05-06 12:23:00,2010-05-06,2010,5,2010-05,Thursday,28,28,239,422.43
507132,13576,United Kingdom,2010-05-06 12:29:00,2010-05-06,2010,5,2010-05,Thursday,26,26,429,699.17
507133,14461,United Kingdom,2010-05-06 12:29:00,2010-05-06,2010,5,2010-05,Thursday,55,54,224,502.94
507148,12388,Australia,2010-05-06 12:54:00,2010-05-06,2010,5,2010-05,Thursday,26,26,266,461.62
507149,13102,United Kingdom,2010-05-06 13:12:00,2010-05-06,2010,5,2010-05,Thursday,25,25,224,671.64
507150,13175,United Kingdom,2010-05-06 13:13:00,2010-05-06,2010,5,2010-05,Thursday,26,26,222,512.3
507151,17242,United Kingdom,2010-05-06 13:19:00,2010-05-06,2010,5,2010-05,Thursday,11,11,232,575.68
507152,17739,United Kingdom,2010-05-06 13:21:00,2010-05-06,2010,5,2010-05,Thursday,12,12,123,370.21
507153,16366,United Kingdom,2010-05-06 13:28:00,2010-05-06,2010,5,2010-05,Thursday,15,15,169,311.94
507156,12682,France,2010-05-06 13:41:00,2010-05-06,2010,5,2010-05,Thursday,32,32,305,539.49
507157,16814,United Kingdom,2010-05-06 13:44:00,2010-05-06,2010,5,2010-05,Thursday,48,48,166,424.13
507158,12621,Germany,2010-05-06 13:45:00,2010-05-06,2010,5,2010-05,Thursday,40,40,728,876.13
507159,16707,United Kingdom,2010-05-06 13:52:00,2010-05-06,2010,5,2010-05,Thursday,17,17,38,114.21
507160,17199,United Kingdom,2010-05-06 13:53:00,2010-05-06,2010,5,2010-05,Thursday,8,8,232,135.04
507161,14272,United Kingdom,2010-05-06 14:01:00,2010-05-06,2010,5,2010-05,Thursday,12,12,97,174.59
507163,15027,United Kingdom,2010-05-06 14:15:00,2010-05-06,2010,5,2010-05,Thursday,12,12,167,414.87
507166,13024,United Kingdom,2010-05-06 14:25:00,2010-05-06,2010,5,2010-05,Thursday,15,15,79,247.83
507170,14745,United Kingdom,2010-05-06 14:45:00,2010-05-06,2010,5,2010-05,Thursday,13,13,164,207.02
507176,17069,United Kingdom,2010-05-06 15:05:00,2010-05-06,2010,5,2010-05,Thursday,47,47,561,750.28
507178,14646,Netherlands,2010-05-06 15:17:00,2010-05-06,2010,5,2010-05,Thursday,75,75,8396,12569.48
507179,14646,Netherlands,2010-05-06 15:24:00,2010-05-06,2010,5,2010-05,Thursday,35,35,2692,4751.16
507180,15768,United Kingdom,2010-05-06 15:26:00,2010-05-06,2010,5,2010-05,Thursday,21,21,54,310.16
507181,14646,Netherlands,2010-05-06 15:27:00,2010-05-06,2010,5,2010-05,Thursday,3,3,696,681.36
507183,12835,United Kingdom,2010-05-06 15:59:00,2010-05-06,2010,5,2010-05,Thursday,13,13,71,140.68
507186,13891,United Kingdom,2010-05-06 16:02:00,2010-05-06,2010,5,2010-05,Thursday,24,24,196,398.4
507193,16843,United Kingdom,2010-05-06 16:21:00,2010-05-06,2010,5,2010-05,Thursday,20,20,726,595.18
507194,16108,United Kingdom,2010-05-06 16:21:00,2010-05-06,2010,5,2010-05,Thursday,32,32,338,533.8
507196,16843,United Kingdom,2010-05-06 16:22:00,2010-05-06,2010,5,2010-05,Thursday,1,1,36,23.4
507197,16843,United Kingdom,2010-05-06 16:23:00,2010-05-06,2010,5,2010-05,Thursday,1,1,24,20.4
507199,16890,United Kingdom,2010-05-06 16:27:00,2010-05-06,2010,5,2010-05,Thursday,16,16,121,160.79
507205,16560,United Kingdom,2010-05-06 16:47:00,2010-05-06,2010,5,2010-05,Thursday,19,19,94,350.38
507206,13870,United Kingdom,2010-05-06 16:50:00,2010-05-06,2010,5,2010-05,Thursday,27,27,394,673.86
507207,12997,United Kingdom,2010-05-06 16:50:00,2010-05-06,2010,5,2010-05,Thursday,14,14,147,271.75
507208,13214,United Kingdom,2010-05-06 16:57:00,2010-05-06,2010,5,2010-05,Thursday,12,12,99,165.85
507210,14156,EIRE,2010-05-06 17:22:00,2010-05-06,2010,5,2010-05,Thursday,145,143,1476,2576.62
507211,13081,United Kingdom,2010-05-06 17:54:00,2010-05-06,2010,5,2010-05,Thursday,2,2,6,47.7
507212,17406,United Kingdom,2010-05-06 17:55:00,2010-05-06,2010,5,2010-05,Thursday,1,1,32,88.0
507213,13974,United Kingdom,2010-05-06 17:55:00,2010-05-06,2010,5,2010-05,Thursday,15,15,107,264.13
507216,16126,United Kingdom,2010-05-06 18:01:00,2010-05-06,2010,5,2010-05,Thursday,12,12,138,477.8
507218,14713,United Kingdom,2010-05-06 19:08:00,2010-05-06,2010,5,2010-05,Thursday,36,36,176,240.23
507223,17323,United Kingdom,2010-05-06 19:29:00,2010-05-06,2010,5,2010-05,Thursday,36,36,179,151.97
507227,15955,United Kingdom,2010-05-06 19:49:00,2010-05-06,2010,5,2010-05,Thursday,37,37,575,898.45
507228,16794,United Kingdom,2010-05-06 19:57:00,2010-05-06,2010,5,2010-05,Thursday,51,51,122,177.94
507229,17530,United Kingdom,2010-05-06 20:01:00,2010-05-06,2010,5,2010-05,Thursday,45,41,107,178.94
507231,15664,United Kingdom,2010-05-07 08:17:00,2010-05-07,2010,5,2010-05,Friday,6,6,46,117.3
507232,15290,United Kingdom,2010-05-07 08:49:00,2010-05-07,2010,5,2010-05,Friday,14,14,336,354.24
507233,14316,United Kingdom,2010-05-07 08:50:00,2010-05-07,2010,5,2010-05,Friday,13,13,936,364.32
507234,14826,United Kingdom,2010-05-07 09:00:00,2010-05-07,2010,5,2010-05,Friday,6,6,110,207.3
507235,14298,United Kingdom,2010-05-07 09:04:00,2010-05-07,2010,5,2010-05,Friday,250,250,6846,6361.97
507236,14298,United Kingdom,2010-05-07 09:07:00,2010-05-07,2010,5,2010-05,Friday,1,1,48,60.0
507237,15423,United Kingdom,2010-05-07 09:21:00,2010-05-07,2010,5,2010-05,Friday,3,3,60,69.84
507238,15680,United Kingdom,2010-05-07 09:40:00,2010-05-07,2010,5,2010-05,Friday,24,24,237,371.11
507239,13539,United Kingdom,2010-05-07 09:53:00,2010-05-07,2010,5,2010-05,Friday,1,1,6,12.6
507240,15498,United Kingdom,2010-05-07 09:56:00,2010-05-07,2010,5,2010-05,Friday,26,26,618,446.22
507241,16174,United Kingdom,2010-05-07 09:58:00,2010-05-07,2010,5,2010-05,Friday,12,12,190,312.5
507242,13199,United Kingdom,2010-05-07 10:00:00,2010-05-07,2010,5,2010-05,Friday,6,6,144,390.0
507243,15312,United Kingdom,2010-05-07 10:19:00,2010-05-07,2010,5,2010-05,Friday,16,16,205,314.59
507244,17949,United Kingdom,2010-05-07 10:41:00,2010-05-07,2010,5,2010-05,Friday,1,1,96,1051.2
507245,17949,United Kingdom,2010-05-07 10:44:00,2010-05-07,2010,5,2010-05,Friday,3,3,636,951.0
507246,16754,United Kingdom,2010-05-07 10:46:00,2010-05-07,2010,5,2010-05,Friday,3,3,1524,2121.36
507247,16027,United Kingdom,2010-05-07 10:49:00,2010-05-07,2010,5,2010-05,Friday,3,3,48,111.0
507248,17949,United Kingdom,2010-05-07 10:55:00,2010-05-07,2010,5,2010-05,Friday,1,1,408,754.8
507249,16013,United Kingdom,2010-05-07 11:25:00,2010-05-07,2010,5,2010-05,Friday,1,1,100,255.0
507250,16013,United Kingdom,2010-05-07 11:26:00,2010-05-07,2010,5,2010-05,Friday,1,1,50,42.5
507251,13694,United Kingdom,2010-05-07 11:34:00,2010-05-07,2010,5,2010-05,Friday,1,1,96,244.8
507252,12681,France,2010-05-07 11:35:00,2010-05-07,2010,5,2010-05,Friday,25,25,281,340.85
507253,13694,United Kingdom,2010-05-07 11:35:00,2010-05-07,2010,5,2010-05,Friday,11,11,1300,2085.0
507254,13694,United Kingdom,2010-05-07 11:36:00,2010-05-07,2010,5,2010-05,Friday,1,1,432,108.0
507255,17225,United Kingdom,2010-05-07 11:38:00,2010-05-07,2010,5,2010-05,Friday,5,5,36,131.15
507256,17798,United Kingdom,2010-05-07 11:42:00,2010-05-07,2010,5,2010-05,Friday,44,42,136,172.17
507258,15382,United Kingdom,2010-05-07 12:09:00,2010-05-07,2010,5,2010-05,Friday,24,24,304,610.6
507259,15738,United Kingdom,2010-05-07 12:11:00,2010-05-07,2010,5,2010-05,Friday,15,15,423,760.65
507260,15738,United Kingdom,2010-05-07 12:13:00,2010-05-07,2010,5,2010-05,Friday,12,12,269,355.95
507261,12872,United Kingdom,2010-05-07 12:20:00,2010-05-07,2010,5,2010-05,Friday,29,29,140,337.33
507266,13830,United Kingdom,2010-05-07 12:24:00,2010-05-07,2010,5,2010-05,Friday,11,11,47,156.85
507269,13408,United Kingdom,2010-05-07 12:32:00,2010-05-07,2010,5,2010-05,Friday,15,15,298,554.7
507270,13408,United Kingdom,2010-05-07 12:34:00,2010-05-07,2010,5,2010-05,Friday,1,1,48,20.16
507272,14195,United Kingdom,2010-05-07 12:41:00,2010-05-07,2010,5,2010-05,Friday,1,1,60,75.0
507273,14195,United Kingdom,2010-05-07 12:44:00,2010-05-07,2010,5,2010-05,Friday,1,1,392,333.2
507275,13890,United Kingdom,2010-05-07 12:56:00,2010-05-07,2010,5,2010-05,Friday,13,13,130,210.1
507279,13013,United Kingdom,2010-05-07 13:01:00,2010-05-07,2010,5,2010-05,Friday,17,17,137,414.85
507280,16444,United Kingdom,2010-05-07 13:18:00,2010-05-07,2010,5,2010-05,Friday,1,1,18,35.1
507281,13089,United Kingdom,2010-05-07 13:29:00,2010-05-07,2010,5,2010-05,Friday,27,27,392,922.84
507282,13089,United Kingdom,2010-05-07 13:31:00,2010-05-07,2010,5,2010-05,Friday,12,12,256,372.0
507283,13089,United Kingdom,2010-05-07 13:32:00,2010-05-07,2010,5,2010-05,Friday,1,1,4,29.96
507285,13798,United Kingdom,2010-05-07 13:55:00,2010-05-07,2010,5,2010-05,Friday,4,4,184,336.8
507286,13798,United Kingdom,2010-05-07 13:57:00,2010-05-07,2010,5,2010-05,Friday,5,5,226,358.22
507287,13798,United Kingdom,2010-05-07 13:58:00,2010-05-07,2010,5,2010-05,Friday,3,3,148,386.6
507288,17609,United Kingdom,2010-05-07 13:58:00,2010-05-07,2010,5,2010-05,Friday,25,24,68,83.42
507289,14535,United Kingdom,2010-05-07 14:02:00,2010-05-07,2010,5,2010-05,Friday,117,116,220,574.44
507290,14814,United Kingdom,2010-05-07 14:10:00,2010-05-07,2010,5,2010-05,Friday,29,27,92,152.96
507291,17609,United Kingdom,2010-05-07 14:13:00,2010-05-07,2010,5,2010-05,Friday,6,6,6,44.85
507295,18254,United Kingdom,2010-05-07 14:37:00,2010-05-07,2010,5,2010-05,Friday,16,16,188,267.9
507296,15465,United Kingdom,2010-05-07 14:44:00,2010-05-07,2010,5,2010-05,Friday,16,16,153,429.47
507297,13313,United Kingdom,2010-05-07 14:44:00,2010-05-07,2010,5,2010-05,Friday,18,18,198,305.7
507306,17031,United Kingdom,2010-05-07 14:52:00,2010-05-07,2010,5,2010-05,Friday,22,22,1090,1857.0
507315,12490,France,2010-05-07 14:56:00,2010-05-07,2010,5,2010-05,Friday,20,20,280,399.16
507340,15797,United Kingdom,2010-05-07 15:09:00,2010-05-07,2010,5,2010-05,Friday,2,2,180,313.0
507356,14755,United Kingdom,2010-05-07 15:25:00,2010-05-07,2010,5,2010-05,Friday,21,21,153,327.07
507357,14755,United Kingdom,2010-05-07 15:26:00,2010-05-07,2010,5,2010-05,Friday,1,1,24,20.4
507359,17028,United Kingdom,2010-05-07 15:33:00,2010-05-07,2010,5,2010-05,Friday,62,62,573,1023.74
507360,13209,United Kingdom,2010-05-07 15:37:00,2010-05-07,2010,5,2010-05,Friday,7,7,360,561.52
507364,17808,United Kingdom,2010-05-07 16:26:00,2010-05-07,2010,5,2010-05,Friday,25,25,78,121.8
507366,18094,United Kingdom,2010-05-07 16:28:00,2010-05-07,2010,5,2010-05,Friday,5,5,240,290.4
507367,16632,United Kingdom,2010-05-07 16:46:00,2010-05-07,2010,5,2010-05,Friday,13,13,128,204.4
507368,13969,United Kingdom,2010-05-07 17:28:00,2010-05-07,2010,5,2010-05,Friday,18,15,66,111.95
507369,17400,United Kingdom,2010-05-07 17:49:00,2010-05-07,2010,5,2010-05,Friday,77,76,328,768.03
507370,13007,United Kingdom,2010-05-09 10:38:00,2010-05-09,2010,5,2010-05,Sunday,11,11,59,175.25
507371,13514,United Kingdom,2010-05-09 10:38:00,2010-05-09,2010,5,2010-05,Sunday,5,5,92,242.4
507372,13634,United Kingdom,2010-05-09 10:44:00,2010-05-09,2010,5,2010-05,Sunday,29,28,156,553.92
507373,13595,United Kingdom,2010-05-09 10:47:00,2010-05-09,2010,5,2010-05,Sunday,23,23,58,179.0
507374,17920,United Kingdom,2010-05-09 11:13:00,2010-05-09,2010,5,2010-05,Sunday,16,16,196,576.0
507375,13589,United Kingdom,2010-05-09 11:16:00,2010-05-09,2010,5,2010-05,Sunday,5,5,34,159.4
507376,13979,United Kingdom,2010-05-09 11:29:00,2010-05-09,2010,5,2010-05,Sunday,133,132,310,585.52
507377,13571,United Kingdom,2010-05-09 11:35:00,2010-05-09,2010,5,2010-05,Sunday,51,47,185,285.83
507378,13117,United Kingdom,2010-05-09 11:38:00,2010-05-09,2010,5,2010-05,Sunday,5,5,48,100.16
507379,14916,United Kingdom,2010-05-09 11:39:00,2010-05-09,2010,5,2010-05,Sunday,7,7,94,504.42
507380,13838,United Kingdom,2010-05-09 11:40:00,2010-05-09,2010,5,2010-05,Sunday,54,54,106,240.44
507381,16954,United Kingdom,2010-05-09 11:50:00,2010-05-09,2010,5,2010-05,Sunday,12,12,449,440.35
507382,14110,United Kingdom,2010-05-09 11:56:00,2010-05-09,2010,5,2010-05,Sunday,17,17,188,380.7
507383,14839,United Kingdom,2010-05-09 12:03:00,2010-05-09,2010,5,2010-05,Sunday,13,13,194,184.02
507385,17332,United Kingdom,2010-05-09 12:05:00,2010-05-09,2010,5,2010-05,Sunday,16,14,131,176.63
507386,14911,EIRE,2010-05-09 12:06:00,2010-05-09,2010,5,2010-05,Sunday,24,24,728,1063.88
507387,17137,United Kingdom,2010-05-09 12:10:00,2010-05-09,2010,5,2010-05,Sunday,53,52,150,244.5
507388,14474,United Kingdom,2010-05-09 12:12:00,2010-05-09,2010,5,2010-05,Sunday,98,97,308,711.23
507389,17969,United Kingdom,2010-05-09 12:14:00,2010-05-09,2010,5,2010-05,Sunday,8,7,36,117.65
507390,15498,United Kingdom,2010-05-09 12:18:00,2010-05-09,2010,5,2010-05,Sunday,20,20,202,363.9
507391,14044,United Kingdom,2010-05-09 12:30:00,2010-05-09,2010,5,2010-05,Sunday,138,136,200,343.44
507392,14177,United Kingdom,2010-05-09 12:44:00,2010-05-09,2010,5,2010-05,Sunday,1,1,50,42.5
507393,14911,EIRE,2010-05-09 12:49:00,2010-05-09,2010,5,2010-05,Sunday,106,106,1147,2814.41
507394,16466,United Kingdom,2010-05-09 12:49:00,2010-05-09,2010,5,2010-05,Sunday,30,28,121,295.65
507395,13598,United Kingdom,2010-05-09 12:57:00,2010-05-09,2010,5,2010-05,Sunday,17,15,55,115.51
507396,14911,EIRE,2010-05-09 13:00:00,2010-05-09,2010,5,2010-05,Sunday,35,35,317,956.93
507397,13491,United Kingdom,2010-05-09 13:07:00,2010-05-09,2010,5,2010-05,Sunday,11,11,64,186.98
507398,17913,United Kingdom,2010-05-09 13:15:00,2010-05-09,2010,5,2010-05,Sunday,17,17,48,150.21
507399,13802,United Kingdom,2010-05-09 13:25:00,2010-05-09,2010,5,2010-05,Sunday,24,24,729,1438.19
507400,14606,United Kingdom,2010-05-09 13:31:00,2010-05-09,2010,5,2010-05,Sunday,23,23,49,85.59
507401,15555,United Kingdom,2010-05-09 13:38:00,2010-05-09,2010,5,2010-05,Sunday,34,34,200,221.42
507402,15611,United Kingdom,2010-05-09 13:38:00,2010-05-09,2010,5,2010-05,Sunday,3,3,12,88.48
507403,14606,United Kingdom,2010-05-09 13:41:00,2010-05-09,2010,5,2010-05,Sunday,40,40,92,194.99
507404,14606,United Kingdom,2010-05-09 13:43:00,2010-05-09,2010,5,2010-05,Sunday,4,4,4,6.5
507405,15109,United Kingdom,2010-05-09 13:44:00,2010-05-09,2010,5,2010-05,Sunday,12,12,77,266.95
507407,14221,United Kingdom,2010-05-09 13:50:00,2010-05-09,2010,5,2010-05,Sunday,26,26,295,667.45
507408,18094,United Kingdom,2010-05-09 13:57:00,2010-05-09,2010,5,2010-05,Sunday,16,16,182,487.08
507409,18094,United Kingdom,2010-05-09 13:58:00,2010-05-09,2010,5,2010-05,Sunday,2,2,10,34.7
507410,15555,United Kingdom,2010-05-09 13:59:00,2010-05-09,2010,5,2010-05,Sunday,5,5,18,22.5
507411,14496,United Kingdom,2010-05-09 14:00:00,2010-05-09,2010,5,2010-05,Sunday,9,9,56,277.48
507412,17926,United Kingdom,2010-05-09 14:07:00,2010-05-09,2010,5,2010-05,Sunday,8,8,72,178.3
507413,17807,United Kingdom,2010-05-09 14:07:00,2010-05-09,2010,5,2010-05,Sunday,20,20,75,111.94
507414,14107,United Kingdom,2010-05-09 14:14:00,2010-05-09,2010,5,2010-05,Sunday,44,44,672,799.36
507416,14678,United Kingdom,2010-05-09 14:32:00,2010-05-09,2010,5,2010-05,Sunday,24,24,179,403.39
507417,13425,United Kingdom,2010-05-09 14:35:00,2010-05-09,2010,5,2010-05,Sunday,52,52,550,823.36
507418,17292,United Kingdom,2010-05-09 14:52:00,2010-05-09,2010,5,2010-05,Sunday,6,6,97,141.35
507419,14129,United Kingdom,2010-05-09 14:54:00,2010-05-09,2010,5,2010-05,Sunday,22,22,306,409.92
507420,12748,United Kingdom,2010-05-09 15:06:00,2010-05-09,2010,5,2010-05,Sunday,29,29,65,174.17
507421,12748,United Kingdom,2010-05-09 15:07:00,2010-05-09,2010,5,2010-05,Sunday,49,48,192,255.6
507422,13952,United Kingdom,2010-05-09 15:18:00,2010-05-09,2010,5,2010-05,Sunday,32,32,414,947.67
507423,13952,United Kingdom,2010-05-09 15:19:00,2010-05-09,2010,5,2010-05,Sunday,2,2,14,36.8
507424,12748,United Kingdom,2010-05-09 15:22:00,2010-05-09,2010,5,2010-05,Sunday,43,42,92,246.59
507425,17675,United Kingdom,2010-05-09 15:34:00,2010-05-09,2010,5,2010-05,Sunday,9,9,174,360.9
507426,12361,Belgium,2010-05-09 15:33:00,2010-05-09,2010,5,2010-05,Sunday,5,5,37,83.15
507427,13211,United Kingdom,2010-05-09 15:38:00,2010-05-09,2010,5,2010-05,Sunday,27,27,129,153.6
507428,17848,United Kingdom,2010-05-09 15:50:00,2010-05-09,2010,5,2010-05,Sunday,1,1,8,79.6
507429,17372,United Kingdom,2010-05-09 15:55:00,2010-05-09,2010,5,2010-05,Sunday,19,19,59,190.25
507430,17135,United Kingdom,2010-05-09 16:03:00,2010-05-09,2010,5,2010-05,Sunday,34,34,122,164.6
507431,16170,United Kingdom,2010-05-09 16:08:00,2010-05-09,2010,5,2010-05,Sunday,18,18,236,347.58
507432,16655,United Kingdom,2010-05-09 16:10:00,2010-05-09,2010,5,2010-05,Sunday,61,57,467,454.11
507433,16092,United Kingdom,2010-05-09 16:10:00,2010-05-09,2010,5,2010-05,Sunday,19,19,253,306.89
507434,16092,United Kingdom,2010-05-09 16:11:00,2010-05-09,2010,5,2010-05,Sunday,8,8,101,166.53
507435,15661,United Kingdom,2010-05-10 07:59:00,2010-05-10,2010,5,2010-05,Monday,22,22,151,320.95
507436,15827,United Kingdom,2010-05-10 08:44:00,2010-05-10,2010,5,2010-05,Monday,11,11,138,158.6
507437,13051,United Kingdom,2010-05-10 09:14:00,2010-05-10,2010,5,2010-05,Monday,3,3,12,80.8
507438,17994,United Kingdom,2010-05-10 09:16:00,2010-05-10,2010,5,2010-05,Monday,25,24,60,244.26
507440,18095,United Kingdom,2010-05-10 09:24:00,2010-05-10,2010,5,2010-05,Monday,4,4,384,406.32
507445,14329,United Kingdom,2010-05-10 09:38:00,2010-05-10,2010,5,2010-05,Monday,53,53,374,928.55
507446,14277,France,2010-05-10 09:47:00,2010-05-10,2010,5,2010-05,Monday,15,15,166,151.52
507447,16948,United Kingdom,2010-05-10 09:50:00,2010-05-10,2010,5,2010-05,Monday,5,5,85,119.35
507449,17720,United Kingdom,2010-05-10 09:58:00,2010-05-10,2010,5,2010-05,Monday,10,10,72,132.62
507452,15291,United Kingdom,2010-05-10 10:11:00,2010-05-10,2010,5,2010-05,Monday,3,3,46,337.7
507453,15674,United Kingdom,2010-05-10 10:11:00,2010-05-10,2010,5,2010-05,Monday,31,31,227,605.65
507458,15561,United Kingdom,2010-05-10 10:29:00,2010-05-10,2010,5,2010-05,Monday,12,12,119,242.93
507459,15031,United Kingdom,2010-05-10 10:41:00,2010-05-10,2010,5,2010-05,Monday,19,19,92,187.99
507461,14239,United Kingdom,2010-05-10 10:49:00,2010-05-10,2010,5,2010-05,Monday,17,17,90,305.86
507462,14404,United Kingdom,2010-05-10 10:50:00,2010-05-10,2010,5,2010-05,Monday,11,11,166,304.7
507463,14147,United Kingdom,2010-05-10 10:53:00,2010-05-10,2010,5,2010-05,Monday,4,4,232,757.2
507464,18102,United Kingdom,2010-05-10 11:00:00,2010-05-10,2010,5,2010-05,Monday,4,4,1908,1621.8
507465,18102,United Kingdom,2010-05-10 11:02:00,2010-05-10,2010,5,2010-05,Monday,2,2,192,1393.92
507472,17003,United Kingdom,2010-05-10 11:20:00,2010-05-10,2010,5,2010-05,Monday,22,22,107,144.36
507477,14941,United Kingdom,2010-05-10 11:30:00,2010-05-10,2010,5,2010-05,Monday,7,7,80,182.1
507478,14911,EIRE,2010-05-10 11:32:00,2010-05-10,2010,5,2010-05,Monday,16,16,185,760.75
507479,15298,United Kingdom,2010-05-10 11:33:00,2010-05-10,2010,5,2010-05,Monday,15,15,268,313.8
507481,13013,United Kingdom,2010-05-10 11:40:00,2010-05-10,2010,5,2010-05,Monday,9,9,120,260.4
507483,12951,United Kingdom,2010-05-10 11:44:00,2010-05-10,2010,5,2010-05,Monday,12,12,79,192.15
507485,17365,United Kingdom,2010-05-10 11:55:00,2010-05-10,2010,5,2010-05,Monday,21,21,285,324.0
507510,13426,United Kingdom,2010-05-10 12:12:00,2010-05-10,2010,5,2010-05,Monday,13,13,166,373.2
507521,12843,United Kingdom,2010-05-10 12:16:00,2010-05-10,2010,5,2010-05,Monday,14,14,390,996.9
507536,13267,United Kingdom,2010-05-10 12:20:00,2010-05-10,2010,5,2010-05,Monday,11,11,95,301.09
507560,14361,United Kingdom,2010-05-10 12:29:00,2010-05-10,2010,5,2010-05,Monday,14,14,251,214.71
507564,13711,United Kingdom,2010-05-10 12:31:00,2010-05-10,2010,5,2010-05,Monday,11,11,57,176.81
507584,13407,United Kingdom,2010-05-10 12:41:00,2010-05-10,2010,5,2010-05,Monday,1,1,6,59.7
507586,17841,United Kingdom,2010-05-10 12:42:00,2010-05-10,2010,5,2010-05,Monday,55,55,245,436.47
507589,14512,United Kingdom,2010-05-10 12:54:00,2010-05-10,2010,5,2010-05,Monday,7,7,60,116.2
507591,17169,United Kingdom,2010-05-10 13:00:00,2010-05-10,2010,5,2010-05,Monday,21,21,145,320.95
507593,12843,United Kingdom,2010-05-10 13:12:00,2010-05-10,2010,5,2010-05,Monday,3,3,28,105.0
507594,15981,United Kingdom,2010-05-10 13:14:00,2010-05-10,2010,5,2010-05,Monday,7,7,200,334.0
507595,16130,United Kingdom,2010-05-10 13:16:00,2010-05-10,2010,5,2010-05,Monday,16,16,63,272.75
507597,17700,United Kingdom,2010-05-10 13:21:00,2010-05-10,2010,5,2010-05,Monday,28,28,344,481.3
507600,12917,United Kingdom,2010-05-10 13:28:00,2010-05-10,2010,5,2010-05,Monday,23,23,170,549.1
507606,17550,United Kingdom,2010-05-10 13:48:00,2010-05-10,2010,5,2010-05,Monday,33,33,115,189.74
507608,15141,United Kingdom,2010-05-10 13:51:00,2010-05-10,2010,5,2010-05,Monday,14,14,210,231.66
507610,15141,United Kingdom,2010-05-10 13:52:00,2010-05-10,2010,5,2010-05,Monday,6,6,129,102.31
507611,16661,United Kingdom,2010-05-10 14:02:00,2010-05-10,2010,5,2010-05,Monday,10,10,41,118.45
507613,15005,United Kingdom,2010-05-10 14:06:00,2010-05-10,2010,5,2010-05,Monday,48,48,172,286.12
507614,17552,United Kingdom,2010-05-10 14:07:00,2010-05-10,2010,5,2010-05,Monday,15,15,177,254.45
507615,17552,United Kingdom,2010-05-10 14:08:00,2010-05-10,2010,5,2010-05,Monday,12,12,314,245.1
507616,16029,United Kingdom,2010-05-10 14:09:00,2010-05-10,2010,5,2010-05,Monday,3,3,210,429.5
507617,17482,United Kingdom,2010-05-10 14:10:00,2010-05-10,2010,5,2010-05,Monday,21,19,92,250.29
507619,15311,United Kingdom,2010-05-10 14:15:00,2010-05-10,2010,5,2010-05,Monday,19,19,295,372.89
507620,12813,Netherlands,2010-05-10 14:19:00,2010-05-10,2010,5,2010-05,Monday,13,13,544,776.6
507621,14590,United Kingdom,2010-05-10 14:23:00,2010-05-10,2010,5,2010-05,Monday,8,8,36,151.42
507622,17579,United Kingdom,2010-05-10 14:28:00,2010-05-10,2010,5,2010-05,Monday,44,43,117,304.38
507624,16873,United Kingdom,2010-05-10 14:34:00,2010-05-10,2010,5,2010-05,Monday,46,46,622,1192.64
507634,14298,United Kingdom,2010-05-10 14:47:00,2010-05-10,2010,5,2010-05,Monday,23,23,761,1149.37
507635,17612,United Kingdom,2010-05-10 14:50:00,2010-05-10,2010,5,2010-05,Monday,16,16,102,314.68
507636,17563,United Kingdom,2010-05-10 14:54:00,2010-05-10,2010,5,2010-05,Monday,2,2,9,32.55
507639,13319,United Kingdom,2010-05-10 14:57:00,2010-05-10,2010,5,2010-05,Monday,13,13,105,309.55
507640,13319,United Kingdom,2010-05-10 14:58:00,2010-05-10,2010,5,2010-05,Monday,4,4,21,91.5
507641,14588,United Kingdom,2010-05-10 15:08:00,2010-05-10,2010,5,2010-05,Monday,16,16,62,135.39
507642,14533,United Kingdom,2010-05-10 15:12:00,2010-05-10,2010,5,2010-05,Monday,6,6,159,314.25
507643,16614,United Kingdom,2010-05-10 15:18:00,2010-05-10,2010,5,2010-05,Monday,10,10,47,293.15
507646,16422,United Kingdom,2010-05-10 15:44:00,2010-05-10,2010,5,2010-05,Monday,5,5,234,351.14
507647,18275,United Kingdom,2010-05-10 15:46:00,2010-05-10,2010,5,2010-05,Monday,10,10,193,369.21
507648,15555,United Kingdom,2010-05-10 15:48:00,2010-05-10,2010,5,2010-05,Monday,5,5,102,142.5
507654,13585,United Kingdom,2010-05-10 16:04:00,2010-05-10,2010,5,2010-05,Monday,20,20,682,353.42
507659,17077,United Kingdom,2010-05-10 16:36:00,2010-05-10,2010,5,2010-05,Monday,1,1,36,306.0
507660,12675,Italy,2010-05-10 16:44:00,2010-05-10,2010,5,2010-05,Monday,110,110,332,860.5
507664,17871,United Kingdom,2010-05-10 17:03:00,2010-05-10,2010,5,2010-05,Monday,16,16,130,293.06
507666,12839,United Kingdom,2010-05-10 17:09:00,2010-05-10,2010,5,2010-05,Monday,18,18,238,303.95
507667,12867,United Kingdom,2010-05-10 17:21:00,2010-05-10,2010,5,2010-05,Monday,94,93,582,621.2
507668,13450,United Kingdom,2010-05-11 08:54:00,2010-05-11,2010,5,2010-05,Tuesday,14,14,212,308.6
507669,15078,United Kingdom,2010-05-11 08:59:00,2010-05-11,2010,5,2010-05,Tuesday,23,23,233,488.7
