customer_id,country,first_purchase_date,last_purchase_date,total_orders,active_months,total_products,total_quantity,lifetime_revenue,avg_order_value,recency_days
13739,United Kingdom,2010-06-30,2011-11-21,2,2,6,76,292.2,146.1,18
13740,United Kingdom,2009-12-02,2011-04-13,5,5,83,987,1582.77,316.55,240
13741,United Kingdom,2011-05-06,2011-09-29,3,3,34,218,668.43,222.81,71
13742,United Kingdom,2011-01-23,2011-11-23,12,7,200,1115,3107.87,258.99,16
13743,United Kingdom,2011-03-25,2011-12-07,7,6,8,1776,1341.6,191.66,2
13744,United Kingdom,2011-02-20,2011-09-05,2,2,54,1153,1080.52,540.26,95
13745,United Kingdom,2010-06-11,2011-06-30,2,2,46,1146,777.36,388.68,162
13746,United Kingdom,2010-10-22,2010-10-22,1,1,9,83,176.69,176.69,413
13747,United Kingdom,2010-10-11,2010-12-01,2,2,4,68,249.4,124.7,373
13748,United Kingdom,2009-12-01,2011-09-05,9,6,40,1108,2268.35,252.04,95
13750,United Kingdom,2010-04-01,2011-10-17,11,10,51,1370,3602.18,327.47,53
13751,United Kingdom,2011-02-24,2011-02-24,1,1,9,152,296.25,296.25,288
13752,United Kingdom,2010-06-30,2011-08-07,7,6,75,1005,1579.83,225.69,124
13753,United Kingdom,2009-12-03,2011-02-25,4,4,64,1450,2094.57,523.64,287
13754,United Kingdom,2010-09-28,2011-07-11,3,3,16,315,447.05,149.02,151
13755,United Kingdom,2011-10-07,2011-12-06,9,3,232,1242,2108.06,234.23,3
13756,United Kingdom,2009-12-15,2011-12-07,23,17,142,5426,9188.75,399.51,2
13757,United Kingdom,2010-02-03,2010-02-03,1,1,8,54,195.55,195.55,674
13758,United Kingdom,2009-12-01,2011-11-28,14,10,212,5067,9314.14,665.3,11
13759,United Kingdom,2011-09-29,2011-11-06,2,2,24,287,659.41,329.7,33
13760,United Kingdom,2010-04-25,2011-10-16,5,5,95,623,1363.64,272.73,54
13761,United Kingdom,2010-02-21,2011-10-20,6,5,118,1079,1952.17,325.36,50
13762,United Kingdom,2010-01-10,2011-05-05,5,4,23,2608,2472.48,494.5,218
13763,United Kingdom,2010-09-30,2011-10-07,3,3,50,3224,5217.44,1739.15,63
13764,United Kingdom,2010-03-07,2011-09-30,6,5,294,2080,2908.67,484.78,70
13765,United Kingdom,2010-02-24,2010-02-24,1,1,16,296,352.82,352.82,653
13766,United Kingdom,2010-08-01,2010-08-01,1,1,16,137,190.35,190.35,495
13767,United Kingdom,2009-12-01,2011-12-07,73,23,117,15235,35540.53,486.86,2
13768,United Kingdom,2009-12-09,2009-12-13,2,1,30,373,875.97,437.98,726
13769,United Kingdom,2009-12-16,2011-12-07,20,16,121,2574,5800.42,290.02,2
13770,United Kingdom,2009-12-09,2010-10-13,4,4,48,468,785.37,196.34,422
13771,United Kingdom,2010-02-25,2011-10-06,9,6,182,3140,5728.82,636.54,64
13772,United Kingdom,2010-02-23,2011-11-06,8,7,394,1446,3100.02,387.5,33
13773,United Kingdom,2010-02-18,2010-11-08,2,2,19,174,301.54,150.77,396
13774,United Kingdom,2011-09-19,2011-09-19,1,1,22,192,345.0,345.0,81
13775,United Kingdom,2010-04-28,2010-04-28,1,1,63,455,1049.66,1049.66,590
13777,United Kingdom,2009-12-02,2011-12-09,61,24,44,26742,56478.42,925.88,0
13778,United Kingdom,2010-05-23,2011-08-28,4,4,33,511,1124.49,281.12,103
13779,United Kingdom,2010-07-12,2010-07-12,1,1,27,53,161.13,161.13,515
13780,United Kingdom,2010-10-28,2011-12-02,3,3,90,479,732.07,244.02,7
13781,United Kingdom,2009-12-18,2011-04-03,3,3,56,300,778.83,259.61,250
13782,United Kingdom,2009-12-06,2011-11-27,13,12,187,643,1786.08,137.39,12
13783,United Kingdom,2010-02-04,2010-08-09,4,4,4,3437,1542.09,385.52,487
13784,United Kingdom,2010-09-15,2011-11-30,14,11,13,2827,2910.23,207.87,9
13785,United Kingdom,2010-09-05,2010-10-07,4,2,26,151,542.49,135.62,428
13786,United Kingdom,2009-12-03,2010-12-07,6,5,80,1651,3358.39,559.73,367
13787,United Kingdom,2010-01-14,2011-09-25,6,6,71,998,1222.5,203.75,75
13788,United Kingdom,2010-07-22,2010-07-22,1,1,1,1,3.75,3.75,505
13789,United Kingdom,2010-11-16,2010-11-16,1,1,18,258,239.46,239.46,388
13790,United Kingdom,2011-12-05,2011-12-05,1,1,45,748,348.8,348.8,4
13791,United Kingdom,2011-06-24,2011-08-04,2,2,7,1200,1516.0,758.0,127
13792,United Kingdom,2010-10-13,2011-10-04,3,3,23,156,383.95,127.98,66
13793,United Kingdom,2010-03-03,2010-03-03,1,1,7,52,96.0,96.0,646
13794,United Kingdom,2010-06-11,2010-06-11,1,1,9,63,126.03,126.03,546
13795,United Kingdom,2010-03-12,2010-11-16,4,4,23,1250,836.3,209.08,388
13796,United Kingdom,2010-07-28,2010-07-28,1,1,22,218,289.7,289.7,499
13797,United Kingdom,2010-03-02,2010-09-29,3,3,71,573,1179.45,393.15,436
13798,United Kingdom,2009-12-08,2011-12-08,110,25,168,48347,75836.87,689.43,1
13799,United Kingdom,2010-03-05,2011-08-15,9,8,64,1539,2803.57,311.51,116
13800,United Kingdom,2009-12-03,2011-02-03,3,3,73,891,1679.56,559.85,309
13801,United Kingdom,2011-10-04,2011-10-04,1,1,23,168,324.8,324.8,66
13802,United Kingdom,2010-02-16,2011-07-24,19,13,212,14129,26259.11,1382.06,138
13803,United Kingdom,2010-03-31,2011-03-29,3,3,73,831,1338.91,446.3,255
13804,United Kingdom,2010-09-29,2011-11-09,9,5,149,1797,3161.12,351.24,30
13805,United Kingdom,2011-08-02,2011-10-18,2,2,10,1900,924.6,462.3,52
13806,United Kingdom,2011-10-07,2011-10-07,1,1,10,56,256.38,256.38,63
13807,United Kingdom,2009-12-04,2010-12-07,3,3,24,152,534.8,178.27,367
13808,United Kingdom,2011-09-04,2011-12-04,5,3,70,782,1747.66,349.53,5
13809,Cyprus,2010-09-05,2011-02-07,3,3,23,281,679.7,226.57,305
13810,Germany,2011-10-14,2011-11-11,2,2,30,307,827.51,413.76,28
13811,Germany,2011-04-14,2011-06-09,2,2,5,63,519.75,259.88,183
13812,Germany,2011-08-26,2011-10-28,3,2,32,330,485.0,161.67,42
13813,Germany,2009-12-06,2011-10-31,8,7,83,1271,2387.47,298.43,39
13814,Germany,2010-06-30,2011-09-08,3,3,56,1214,2257.32,752.44,92
13815,Germany,2010-02-12,2011-11-17,8,7,202,5340,6737.74,842.22,22
13816,Germany,2011-10-06,2011-11-16,2,2,24,265,499.67,249.84,23
13817,Germany,2010-12-23,2011-11-10,2,2,19,208,328.98,164.49,29
13818,United Kingdom,2010-10-06,2010-10-06,1,1,5,60,61.28,61.28,429
13819,United Kingdom,2009-12-01,2011-02-11,6,4,47,2309,2642.35,440.39,301
13820,United Kingdom,2010-01-28,2010-10-17,3,3,68,285,652.75,217.58,418
13821,United Kingdom,2010-01-04,2011-07-18,6,4,158,477,1379.08,229.85,144
13822,United Kingdom,2011-10-30,2011-12-04,2,2,90,611,632.0,316.0,5
13823,United Kingdom,2009-12-15,2011-11-21,7,7,108,1564,3403.45,486.21,18
13824,United Kingdom,2010-03-12,2011-11-07,12,12,59,1442,3314.76,276.23,32
13825,United Kingdom,2009-12-09,2010-03-28,2,2,38,182,255.59,127.8,621
13826,United Kingdom,2011-06-16,2011-06-16,1,1,10,82,189.5,189.5,176
13827,United Kingdom,2011-07-19,2011-10-13,3,2,83,138,409.8,136.6,57
13828,United Kingdom,2011-11-17,2011-11-17,1,1,15,311,209.49,209.49,22
13829,United Kingdom,2010-10-14,2010-10-14,1,1,1,12,102.0,102.0,421
13830,United Kingdom,2010-05-07,2010-05-07,1,1,11,47,156.85,156.85,581
13831,United Kingdom,2009-12-10,2011-11-23,18,12,121,2553,6993.54,388.53,16
13832,United Kingdom,2010-10-13,2011-11-20,2,2,54,420,609.89,304.94,19
13833,United Kingdom,2010-10-31,2011-07-03,2,2,43,243,700.41,350.2,159
13834,United Kingdom,2010-02-08,2010-05-12,2,2,15,221,324.19,162.1,576
13835,United Kingdom,2010-03-04,2011-11-14,7,6,60,520,1095.27,156.47,25
13836,United Kingdom,2010-10-21,2010-11-05,2,2,29,273,620.37,310.18,399
13837,United Kingdom,2011-01-26,2011-05-12,2,2,17,182,266.59,133.29,211
13838,United Kingdom,2010-05-09,2011-12-04,10,5,328,774,1920.73,192.07,5
13839,United Kingdom,2010-08-10,2010-08-10,1,1,7,25,139.95,139.95,486
13840,United Kingdom,2010-10-19,2010-10-19,1,1,40,358,651.4,651.4,416
13841,United Kingdom,2011-04-01,2011-04-01,1,1,1,100,85.0,85.0,252
13842,United Kingdom,2010-02-16,2011-10-12,18,15,214,2879,5629.91,312.77,58
13843,United Kingdom,2010-11-23,2010-11-23,1,1,18,145,319.75,319.75,381
13844,United Kingdom,2011-11-28,2011-11-28,1,1,20,196,361.62,361.62,11
13845,United Kingdom,2011-10-06,2011-10-06,1,1,9,182,312.98,312.98,64
13846,United Kingdom,2010-11-05,2011-11-15,4,4,81,705,1307.79,326.95,24
13847,United Kingdom,2009-12-20,2009-12-20,1,1,19,96,310.72,310.72,719
13848,United Kingdom,2009-12-09,2011-09-08,8,8,3,10200,3335.0,416.88,92
13849,United Kingdom,2010-03-25,2011-10-19,5,5,189,1883,3469.3,693.86,51
13850,United Kingdom,2011-08-02,2011-08-02,1,1,93,944,1595.48,1595.48,129
13851,United Kingdom,2010-01-29,2011-09-05,8,6,111,2525,4606.46,575.81,95
13852,United Kingdom,2010-04-08,2010-04-08,1,1,11,85,187.35,187.35,610
13853,United Kingdom,2011-10-13,2011-10-13,1,1,23,312,1090.14,1090.14,57
13854,United Kingdom,2010-01-08,2011-12-01,39,21,61,3710,12253.96,314.2,8
13855,United Kingdom,2009-12-08,2010-07-27,4,3,64,575,1310.34,327.58,500
13856,United Kingdom,2010-03-30,2011-06-24,11,8,33,1105,1142.03,103.82,168
13857,United Kingdom,2010-05-17,2010-11-11,6,5,98,781,1000.91,166.82,393
13858,United Kingdom,2011-10-13,2011-10-13,1,1,11,75,216.17,216.17,57
13859,United Kingdom,2010-06-28,2011-01-17,2,2,34,167,515.86,257.93,326
13860,United Kingdom,2011-09-14,2011-12-08,5,4,58,591,1245.9,249.18,1
13861,United Kingdom,2010-06-27,2010-10-06,2,2,21,225,273.26,136.63,429
13862,United Kingdom,2010-11-15,2011-11-21,9,9,113,1927,2556.09,284.01,18
13863,United Kingdom,2010-04-25,2011-04-06,4,4,59,553,1239.55,309.89,247
13864,United Kingdom,2010-11-18,2010-11-18,1,1,1,192,662.4,662.4,386
13865,United Kingdom,2011-02-23,2011-10-12,4,4,26,204,501.56,125.39,58
13866,United Kingdom,2011-09-26,2011-09-26,1,1,7,57,145.67,145.67,74
13867,United Kingdom,2011-05-05,2011-11-08,3,3,51,501,1005.09,335.03,31
13868,United Kingdom,2011-11-01,2011-12-02,2,2,32,1964,3192.54,1596.27,7
13869,United Kingdom,2010-01-17,2011-08-08,10,10,502,4302,7996.87,799.69,123
13870,United Kingdom,2010-02-08,2011-12-07,15,12,159,3449,5712.08,380.81,2
13871,United Kingdom,2009-12-20,2011-11-17,17,14,183,3502,7885.85,463.87,22
13872,United Kingdom,2009-12-14,2010-06-30,3,3,51,339,919.57,306.52,527
13873,United Kingdom,2010-03-03,2011-08-12,8,7,55,472,1038.92,129.86,119
13874,United Kingdom,2010-02-04,2010-12-16,7,6,46,864,2049.15,292.74,358
13875,United Kingdom,2009-12-17,2011-10-17,14,13,159,3072,4814.37,343.88,53
13876,United Kingdom,2011-10-07,2011-10-07,1,1,7,36,122.7,122.7,63
13877,United Kingdom,2010-01-19,2011-09-14,3,3,23,478,449.68,149.89,86
13878,United Kingdom,2010-04-14,2011-10-16,4,4,93,927,2416.9,604.22,54
13879,United Kingdom,2010-03-04,2010-03-04,1,1,25,204,395.5,395.5,645
13880,United Kingdom,2010-05-26,2011-11-18,17,14,148,2589,4391.66,258.33,21
13881,United Kingdom,2010-03-04,2011-12-06,43,20,182,29760,45179.1,1050.68,3
13882,United Kingdom,2011-10-06,2011-12-07,5,3,54,953,1191.13,238.23,2
13883,United Kingdom,2010-02-28,2011-11-29,14,10,199,3582,6535.37,466.81,10
13884,United Kingdom,2010-08-26,2011-12-02,10,5,108,752,1825.03,182.5,7
13885,United Kingdom,2011-05-23,2011-06-03,2,2,28,182,506.8,253.4,189
13886,United Kingdom,2011-09-29,2011-09-29,1,1,16,126,243.56,243.56,71
13887,United Kingdom,2011-05-19,2011-05-19,1,1,19,147,349.55,349.55,204
13888,United Kingdom,2010-05-13,2011-08-12,7,5,124,795,2001.59,285.94,119
13889,United Kingdom,2010-01-22,2011-09-08,6,6,57,979,1991.23,331.87,92
13890,United Kingdom,2009-12-06,2011-12-08,14,9,100,1392,2927.38,209.1,1
13891,United Kingdom,2010-05-06,2010-11-26,3,3,97,476,859.21,286.4,378
13892,United Kingdom,2010-05-13,2011-11-13,6,5,33,3125,1267.65,211.28,26
13893,United Kingdom,2011-02-15,2011-02-15,1,1,21,190,821.1,821.1,297
13894,United Kingdom,2011-02-02,2011-11-16,3,2,25,354,564.62,188.21,23
13895,United Kingdom,2009-12-03,2011-11-11,6,6,154,2060,4008.52,668.09,28
13896,United Kingdom,2010-03-24,2010-03-24,1,1,21,149,388.55,388.55,625
13897,United Kingdom,2010-01-31,2011-10-20,3,3,58,820,1160.72,386.91,50
13898,United Kingdom,2010-10-24,2011-01-18,2,2,43,544,686.4,343.2,325
13899,United Kingdom,2011-03-10,2011-11-23,2,2,19,156,388.52,194.26,16
13900,United Kingdom,2010-03-25,2011-06-09,6,6,80,938,1610.59,268.43,183
13901,United Kingdom,2010-01-05,2011-09-28,15,12,280,3344,5676.34,378.42,72
13902,Denmark,2009-12-15,2010-03-17,5,4,57,220596,34023.26,6804.65,632
13903,United Kingdom,2010-11-04,2010-11-04,1,1,10,103,165.45,165.45,400
13904,United Kingdom,2011-02-18,2011-11-02,2,2,24,332,332.64,166.32,37
13905,United Kingdom,2009-12-07,2009-12-07,1,1,12,135,312.65,312.65,732
13906,United Kingdom,2010-10-26,2010-10-26,1,1,1,100,42.0,42.0,409
13907,United Kingdom,2010-01-17,2010-01-17,1,1,4,68,136.8,136.8,691
13908,United Kingdom,2011-03-08,2011-09-21,4,4,103,1477,2319.55,579.89,79
13909,United Kingdom,2010-07-06,2010-10-12,2,2,35,301,282.85,141.43,423
13911,United Kingdom,2010-03-01,2011-10-13,20,12,178,4487,4234.99,211.75,57
13912,United Kingdom,2010-10-12,2010-10-12,1,1,7,29,124.95,124.95,423
13913,United Kingdom,2010-07-21,2010-07-21,1,1,3,10,42.22,42.22,506
13914,United Kingdom,2011-11-03,2011-11-28,2,1,28,380,626.45,313.23,11
13915,United Kingdom,2010-11-10,2010-11-10,1,1,2,24,70.8,70.8,394
13916,United Kingdom,2010-02-02,2010-09-02,4,3,72,673,1275.81,318.95,463
13917,United Kingdom,2011-06-01,2011-10-21,2,2,16,228,272.04,136.02,49
13918,United Kingdom,2011-03-31,2011-10-21,2,2,30,1140,1212.84,606.42,49
13919,Denmark,2010-06-17,2011-10-11,4,4,64,1127,1252.68,313.17,59
13920,United Kingdom,2010-05-26,2010-10-04,4,4,81,1772,1774.68,443.67,431
13921,United Kingdom,2009-12-18,2010-11-02,4,4,36,210,730.7,182.68,402
13922,United Kingdom,2010-08-29,2010-12-23,3,3,30,467,865.2,288.4,351
13923,United Kingdom,2011-10-17,2011-10-17,1,1,20,185,351.13,351.13,53
13924,United Kingdom,2011-09-28,2011-12-08,6,4,90,1575,1838.85,306.47,1
13925,United Kingdom,2011-07-28,2011-09-08,4,3,28,331,678.25,169.56,92
13926,United Kingdom,2011-11-16,2011-11-16,1,1,11,104,223.85,223.85,23
13927,United Kingdom,2010-09-28,2011-09-26,2,2,37,463,708.26,354.13,74
13928,United Kingdom,2011-07-29,2011-11-29,4,3,23,129,464.57,116.14,10
13929,United Kingdom,2010-01-14,2011-06-23,11,9,38,1566,3494.1,317.65,169
13930,United Kingdom,2011-07-26,2011-10-13,2,2,15,274,337.34,168.67,57
13931,United Kingdom,2009-12-03,2011-09-05,11,7,205,3488,5257.38,477.94,95
13932,United Kingdom,2011-02-18,2011-02-18,1,1,16,72,307.4,307.4,294
13933,United Kingdom,2011-07-14,2011-08-22,2,2,23,205,608.79,304.4,109
13934,United Kingdom,2011-03-21,2011-03-21,1,1,31,390,922.1,922.1,263
13935,United Kingdom,2010-02-25,2010-04-22,3,3,67,2252,6116.92,2038.97,596
13936,United Kingdom,2010-10-21,2011-06-13,3,3,56,661,939.66,313.22,179
13937,United Kingdom,2010-11-02,2011-06-23,2,2,54,587,880.13,440.06,169
13938,United Kingdom,2011-11-04,2011-11-04,1,1,7,70,71.66,71.66,35
13939,United Kingdom,2010-04-06,2011-11-16,7,6,91,1608,1560.96,222.99,23
13940,United Kingdom,2011-07-18,2011-11-22,4,4,39,516,839.14,209.78,17
13941,United Kingdom,2009-12-16,2011-11-18,15,12,42,5426,11122.3,741.49,21
13942,United Kingdom,2010-06-23,2010-06-23,1,1,1,1000,320.0,320.0,534
13943,United Kingdom,2010-05-11,2010-05-11,1,1,15,94,246.54,246.54,577
13944,United Kingdom,2010-02-24,2010-02-24,1,1,35,153,200.43,200.43,653
13945,United Kingdom,2010-08-17,2010-11-10,2,2,49,413,854.15,427.08,394
13946,United Kingdom,2009-12-04,2011-09-21,6,6,49,2847,1876.23,312.7,79
13947,United Kingdom,2011-10-05,2011-10-05,1,1,5,44,90.6,90.6,65
13948,United Kingdom,2009-12-04,2010-12-14,4,4,23,248,548.76,137.19,360
13949,United Kingdom,2011-09-06,2011-12-07,6,4,124,2474,2427.32,404.55,2
13950,United Kingdom,2011-04-07,2011-11-28,4,3,33,323,745.06,186.26,11
13951,United Kingdom,2011-02-18,2011-06-16,3,3,38,459,674.45,224.82,176
13952,United Kingdom,2009-12-16,2011-05-06,14,10,237,5946,12823.52,915.97,217
13953,United Kingdom,2009-12-11,2011-12-02,12,12,8,5224,6640.68,553.39,7
13954,United Kingdom,2011-09-30,2011-12-08,2,2,24,150,439.92,219.96,1
13955,United Kingdom,2010-11-29,2011-07-08,3,3,82,272,544.07,181.36,154
13956,United Kingdom,2011-03-13,2011-12-04,5,5,123,486,1019.27,203.85,5
13957,United Kingdom,2010-02-19,2010-10-18,3,3,21,157,458.25,152.75,417
13958,United Kingdom,2009-12-05,2010-11-25,8,5,172,2264,4709.23,588.65,379
13959,United Kingdom,2010-07-16,2011-09-21,6,6,120,694,1064.77,177.46,79
13960,United Kingdom,2011-09-29,2011-11-18,2,2,11,142,230.22,115.11,21
13961,United Kingdom,2010-11-12,2010-11-12,1,1,19,226,538.4,538.4,392
13962,United Kingdom,2010-09-30,2011-11-18,3,3,23,160,362.8,120.93,21
13963,United Kingdom,2010-04-21,2011-02-04,17,11,129,2061,3011.87,177.17,308
13964,United Kingdom,2010-10-05,2010-11-17,2,2,22,228,438.9,219.45,387
13965,United Kingdom,2010-01-05,2010-08-20,3,3,23,425,996.61,332.2,476
13966,United Kingdom,2010-09-30,2010-09-30,1,1,21,760,384.26,384.26,435
13967,United Kingdom,2010-11-08,2011-07-17,2,2,4,66,166.3,83.15,145
13968,United Kingdom,2010-10-12,2010-10-12,1,1,8,174,123.66,123.66,423
13969,United Kingdom,2010-03-25,2011-12-02,35,20,472,6773,13291.05,379.74,7
13970,United Kingdom,2010-09-28,2010-11-18,2,2,10,469,846.55,423.28,386
13971,United Kingdom,2010-01-26,2011-11-21,14,13,184,3084,4667.57,333.4,18
13972,United Kingdom,2011-05-22,2011-09-30,2,2,15,187,190.25,95.12,70
13973,United Kingdom,2011-02-25,2011-02-25,1,1,11,109,264.7,264.7,287
13974,United Kingdom,2010-05-06,2011-10-21,2,2,43,356,677.72,338.86,49
13975,United Kingdom,2010-02-02,2011-11-08,12,10,434,3884,5256.4,438.03,31
13976,United Kingdom,2010-02-09,2011-05-17,4,4,49,452,1192.36,298.09,206
13977,United Kingdom,2010-10-24,2010-10-24,1,1,13,303,519.81,519.81,411
13978,United Kingdom,2011-10-25,2011-11-25,2,2,14,315,196.79,98.4,14
13979,United Kingdom,2009-12-03,2011-09-27,7,5,355,2241,3373.63,481.95,73
13980,United Kingdom,2010-02-21,2011-10-10,5,5,57,463,768.82,153.76,60
13981,United Kingdom,2010-10-20,2010-10-20,1,1,22,234,331.14,331.14,415
13982,United Kingdom,2010-01-20,2011-10-31,9,9,123,2686,4382.89,486.99,39
13983,United Kingdom,2009-12-09,2011-11-10,21,17,238,4145,7083.25,337.3,29
13984,United Kingdom,2009-12-07,2011-11-13,12,10,53,1421,2048.6,170.72,26
13985,United Kingdom,2010-02-09,2011-12-05,22,14,149,4936,10020.86,455.49,4
13986,United Kingdom,2011-11-22,2011-11-22,1,1,12,430,320.46,320.46,17
13987,United Kingdom,2010-11-04,2010-11-25,2,1,46,492,682.54,341.27,379
13988,United Kingdom,2010-03-24,2011-11-20,8,8,218,3385,4757.8,594.72,19
13989,United Kingdom,2010-05-25,2011-10-05,5,5,61,2207,2026.06,405.21,65
13990,United Kingdom,2011-05-10,2011-05-10,1,1,16,190,311.3,311.3,213
13991,United Kingdom,2011-07-19,2011-11-27,6,4,57,994,851.88,141.98,12
13992,United Kingdom,2010-09-02,2011-11-09,3,3,10,154,219.5,73.17,30
13993,United Kingdom,2009-12-03,2011-10-28,19,16,110,2135,6775.71,356.62,42
13994,United Kingdom,2011-07-14,2011-12-06,6,5,122,932,2274.14,379.02,3
13995,United Kingdom,2009-12-18,2011-11-24,14,13,146,2359,3902.01,278.72,15
13996,United Kingdom,2010-11-05,2010-11-18,2,1,28,612,845.76,422.88,386
13997,United Kingdom,2010-06-07,2010-07-08,3,2,36,143,376.46,125.49,519
13998,United Kingdom,2010-05-12,2010-09-19,3,3,30,204,566.7,188.9,446
13999,United Kingdom,2009-12-05,2011-11-29,29,21,174,5043,9502.26,327.66,10
14000,United Kingdom,2009-12-02,2011-05-12,5,5,28,1838,2046.34,409.27,211
14001,United Kingdom,2010-08-03,2011-10-25,9,7,60,1873,4530.09,503.34,45
14002,United Kingdom,2011-07-06,2011-07-28,2,1,47,877,529.73,264.86,134
14003,United Kingdom,2009-12-07,2009-12-07,1,1,16,149,209.41,209.41,732
14004,United Kingdom,2010-09-30,2011-10-27,11,7,127,3425,6258.45,568.95,43
14005,United Kingdom,2011-05-08,2011-11-30,5,5,53,2478,2874.72,574.94,9
14006,United Kingdom,2010-02-25,2011-08-16,7,7,55,2181,2196.67,313.81,115
14007,United Kingdom,2010-07-15,2010-07-15,1,1,5,16,79.48,79.48,512
14008,United Kingdom,2010-10-03,2010-10-03,1,1,32,326,509.04,509.04,432
14009,United Kingdom,2010-09-03,2011-05-25,3,2,71,951,1099.91,366.64,198
14010,United Kingdom,2010-05-23,2010-05-23,2,1,20,177,445.15,222.58,565
14011,United Kingdom,2010-04-11,2010-08-16,2,2,32,644,457.82,228.91,480
14012,United Kingdom,2011-03-07,2011-03-07,1,1,11,160,328.8,328.8,277
14013,United Kingdom,2010-03-26,2011-08-21,5,5,56,775,1084.57,216.91,110
14014,United Kingdom,2010-05-12,2011-09-23,3,3,76,2004,1948.21,649.4,77
14015,United Kingdom,2011-10-18,2011-10-18,1,1,20,378,917.34,917.34,52
14016,EIRE,2010-01-08,2011-07-01,11,11,353,5720,11303.41,1027.58,161
14017,United Kingdom,2010-05-17,2010-05-17,1,1,14,73,229.75,229.75,571
14018,United Kingdom,2010-03-04,2010-03-04,1,1,13,224,367.15,367.15,645
14019,United Kingdom,2011-07-24,2011-10-24,3,3,37,1037,1421.61,473.87,46
14020,United Kingdom,2010-06-28,2011-11-23,4,4,63,648,1249.01,312.25,16
14021,United Kingdom,2010-04-26,2011-07-07,7,7,84,878,1716.58,245.23,155
14022,United Kingdom,2010-08-10,2011-04-28,2,2,45,681,792.15,396.08,225
14023,United Kingdom,2011-04-03,2011-12-02,2,2,30,345,584.07,292.04,7
14024,United Kingdom,2010-11-14,2011-08-10,3,2,33,238,645.74,215.25,121
14025,United Kingdom,2010-05-05,2010-09-01,8,4,60,1914,4057.9,507.24,464
14026,United Kingdom,2010-03-24,2010-08-26,2,2,43,427,713.11,356.56,470
14027,United Kingdom,2011-10-10,2011-10-10,1,1,6,62,104.82,104.82,60
14028,United Kingdom,2010-06-07,2010-06-07,3,1,3,7170,10396.5,3465.5,550
14029,United Kingdom,2011-07-18,2011-10-07,2,2,15,198,467.66,233.83,63
14030,United Kingdom,2009-12-10,2011-11-21,20,12,591,4312,8198.3,409.92,18
14031,United Kingdom,2009-12-03,2011-12-02,44,23,280,14468,40919.58,929.99,7
14032,United Kingdom,2009-12-14,2011-12-07,16,12,79,3916,4850.27,303.14,2
14033,United Kingdom,2010-06-02,2010-06-02,1,1,1,576,109.44,109.44,555
14034,United Kingdom,2011-07-05,2011-11-17,3,2,82,420,648.89,216.3,22
14035,United Kingdom,2010-04-06,2011-11-11,9,9,70,1405,2794.75,310.53,28
14036,United Kingdom,2011-02-28,2011-02-28,1,1,38,268,626.65,626.65,284
14037,United Kingdom,2009-12-07,2011-06-16,6,6,96,590,836.95,139.49,176
14038,United Kingdom,2010-02-04,2011-09-22,5,5,99,1708,3069.88,613.98,78
14039,United Kingdom,2010-05-13,2011-11-06,2,2,10,192,267.28,133.64,33
14040,United Kingdom,2009-12-01,2011-10-30,35,20,335,4972,12523.81,357.82,40
14041,United Kingdom,2011-03-18,2011-03-18,1,1,21,94,141.41,141.41,266
14042,United Kingdom,2009-12-14,2009-12-14,1,1,21,180,431.98,431.98,725
14043,United Kingdom,2009-12-10,2010-08-05,2,2,37,152,302.6,151.3,491
14044,United Kingdom,2010-01-24,2011-11-13,10,9,532,2099,3073.95,307.4,26
14045,United Kingdom,2010-01-08,2011-08-22,16,10,16,4587,11313.03,707.06,109
14046,United Kingdom,2011-02-28,2011-02-28,1,1,13,443,151.59,151.59,284
14047,United Kingdom,2010-02-01,2011-12-01,14,11,91,1649,4255.03,303.93,8
14048,United Kingdom,2010-11-22,2011-02-07,3,2,126,467,748.69,249.56,305
14049,United Kingdom,2010-04-01,2011-11-23,13,10,573,8480,13023.4,1001.8,16
14050,United Kingdom,2011-08-25,2011-11-08,2,2,49,689,746.36,373.18,31
14051,United Kingdom,2009-12-03,2011-12-09,37,21,82,5923,22394.4,605.25,0
14052,United Kingdom,2010-11-14,2011-11-20,2,2,115,174,466.66,233.33,19
14053,United Kingdom,2010-08-10,2011-08-07,4,4,3,490,572.3,143.07,124
14054,United Kingdom,2011-10-05,2011-10-05,1,1,6,62,92.46,92.46,65
14055,United Kingdom,2009-12-16,2011-08-25,3,3,33,720,1520.96,506.99,106
14056,United Kingdom,2011-02-28,2011-12-08,23,11,320,4252,8152.71,354.47,1
14057,United Kingdom,2009-12-03,2011-11-16,22,16,244,6438,8346.66,379.39,23
14058,United Kingdom,2010-06-27,2010-09-03,2,2,23,211,469.19,234.6,462
14059,United Kingdom,2011-03-18,2011-03-18,1,1,8,128,183.6,183.6,266
14060,United Kingdom,2010-03-11,2011-12-05,30,19,100,8119,9519.08,317.3,4
14061,United Kingdom,2009-12-01,2010-07-20,3,2,17,133,917.43,305.81,507
14062,United Kingdom,2009-12-10,2011-11-30,24,16,141,12794,25585.65,1066.07,9
14063,United Kingdom,2009-12-08,2010-01-22,7,2,29,3848,9471.5,1353.07,686
14064,United Kingdom,2010-01-21,2011-11-10,15,12,131,3911,3260.24,217.35,29
14065,United Kingdom,2010-10-04,2010-11-15,3,2,42,582,891.02,297.01,389
14066,United Kingdom,2011-03-18,2011-03-18,1,1,7,45,152.55,152.55,266
