"customer_id","country","lifetime_revenue","total_orders","days_since_last_purchase","r_score","f_score","m_score","rfm_total_score","segment"
14334,United Kingdom,4318.48,12,16,1,5,5,11,At Risk
18259,United Kingdom,4318.2,7,24,2,4,5,11,At Risk
14482,United Kingdom,4306.72,12,18,1,5,5,11,At Risk
18230,United Kingdom,4291.06,9,9,1,5,5,11,At Risk
18077,United Kingdom,4283.66,18,8,1,5,5,11,At Risk
16241,United Kingdom,4267.46,16,9,1,5,5,11,At Risk
14047,United Kingdom,4255.03,14,8,1,5,5,11,At Risk
12935,United Kingdom,4243.86,15,2,1,5,5,11,At Risk
16712,United Kingdom,4225.22,13,9,1,5,5,11,At Risk
15804,United Kingdom,4206.39,13,0,1,5,5,11,At Risk
18079,United Kingdom,4203.93,5,45,2,4,5,11,At Risk
12598,France,4192.09,10,9,1,5,5,11,At Risk
14868,United Kingdom,4184.01,12,3,1,5,5,11,At Risk
17218,United Kingdom,4176.93,18,4,1,5,5,11,At Risk
12757,Portugal,4176.75,9,15,1,5,5,11,At Risk
17673,United Kingdom,4173.88,13,1,1,5,5,11,At Risk
17526,United Kingdom,4166.04,12,4,1,5,5,11,At Risk
12653,Israel,4160.83,3,148,3,3,5,11,Loyal Customers
13461,United Kingdom,4160.0,6,38,2,4,5,11,At Risk
18287,United Kingdom,4132.99,7,42,2,4,5,11,At Risk
12553,France,4104.75,12,8,1,5,5,11,At Risk
14408,United Kingdom,4102.27,11,10,1,5,5,11,At Risk
15050,United Kingdom,4087.19,5,25,2,4,5,11,At Risk
12444,Norway,4085.46,5,21,2,4,5,11,At Risk
14878,United Kingdom,4076.5,25,12,1,5,5,11,At Risk
12483,Sweden,4069.18,19,17,1,5,5,11,At Risk
15024,United Kingdom,4050.61,16,9,1,5,5,11,At Risk
13048,United Kingdom,4049.13,9,14,1,5,5,11,At Risk
12578,Italy,4026.45,4,21,2,4,5,11,At Risk
14824,United Kingdom,4022.91,10,10,1,5,5,11,At Risk
13895,United Kingdom,4008.52,6,28,2,4,5,11,At Risk
17618,United Kingdom,4001.64,11,5,1,5,5,11,At Risk
13126,United Kingdom,3998.25,13,4,1,5,5,11,At Risk
14547,United Kingdom,3974.75,8,3,1,5,5,11,At Risk
15572,United Kingdom,3965.2,10,4,1,5,5,11,At Risk
17019,United Kingdom,3945.81,11,11,1,5,5,11,At Risk
16719,United Kingdom,3939.35,14,14,1,5,5,11,At Risk
15858,United Kingdom,3936.34,13,15,1,5,5,11,At Risk
17954,United Kingdom,3930.51,19,5,1,5,5,11,At Risk
13995,United Kingdom,3902.01,14,15,1,5,5,11,At Risk
12388,Australia,3901.11,8,15,1,5,5,11,At Risk
15571,United Kingdom,3892.35,14,11,1,5,5,11,At Risk
14744,United Kingdom,3885.08,14,16,1,5,5,11,At Risk
12782,Portugal,3862.24,11,4,1,5,5,11,At Risk
16057,United Kingdom,3854.85,10,16,1,5,5,11,At Risk
16341,United Kingdom,3850.79,7,24,2,4,5,11,At Risk
17659,United Kingdom,3834.79,14,17,1,5,5,11,At Risk
16128,United Kingdom,3801.05,11,17,1,5,5,11,At Risk
14309,United Kingdom,3780.81,11,8,1,5,5,11,At Risk
17173,United Kingdom,3766.6,8,5,1,5,5,11,At Risk
13305,United Kingdom,3752.61,16,4,1,5,5,11,At Risk
12876,Belgium,3751.79,4,57,2,4,5,11,At Risk
17293,United Kingdom,3750.63,17,8,1,5,5,11,At Risk
16539,United Kingdom,3732.01,10,2,1,5,5,11,At Risk
14515,United Kingdom,3724.06,12,17,1,5,5,11,At Risk
14540,United Kingdom,3709.64,11,9,1,5,5,11,At Risk
15351,United Kingdom,3704.89,10,12,1,5,5,11,At Risk
15494,United Kingdom,3702.6,5,21,2,4,5,11,At Risk
17096,United Kingdom,3697.93,11,15,1,5,5,11,At Risk
16094,United Kingdom,3695.56,11,11,1,5,5,11,At Risk
15811,United Kingdom,3682.4,7,22,2,4,5,11,At Risk
16983,United Kingdom,3654.02,11,12,1,5,5,11,At Risk
17655,United Kingdom,3652.48,9,10,1,5,5,11,At Risk
14649,United Kingdom,3651.19,9,4,1,5,5,11,At Risk
15953,United Kingdom,3648.08,18,15,1,5,5,11,At Risk
16748,United Kingdom,3637.33,14,17,1,5,5,11,At Risk
16053,United Kingdom,3634.84,6,32,2,4,5,11,At Risk
17528,United Kingdom,3628.5,8,1,1,5,5,11,At Risk
12360,Austria,3612.89,6,52,2,4,5,11,At Risk
15505,United Kingdom,3610.96,5,52,2,4,5,11,At Risk
15791,United Kingdom,3608.34,5,43,2,4,5,11,At Risk
12963,United Kingdom,3601.59,12,8,1,5,5,11,At Risk
12449,Belgium,3596.29,4,22,2,4,5,11,At Risk
17422,United Kingdom,3594.76,11,16,1,5,5,11,At Risk
15480,Malta,3592.25,3,116,3,3,5,11,Loyal Customers
14132,United Kingdom,3586.03,11,2,1,5,5,11,At Risk
17679,United Kingdom,3577.61,7,52,2,4,5,11,At Risk
18219,United Kingdom,3562.89,17,2,1,5,5,11,At Risk
17924,United Kingdom,3536.7,8,11,1,5,5,11,At Risk
18044,United Kingdom,3505.61,18,4,1,5,5,11,At Risk
15380,United Kingdom,3479.06,11,8,1,5,5,11,At Risk
15712,United Kingdom,3472.41,12,9,1,5,5,11,At Risk
13849,United Kingdom,3469.3,5,51,2,4,5,11,At Risk
16347,United Kingdom,3442.96,11,11,1,5,5,11,At Risk
15974,United Kingdom,3442.15,7,39,2,4,5,11,At Risk
17725,United Kingdom,3439.08,11,16,1,5,5,11,At Risk
16281,United Kingdom,3424.02,3,72,3,3,5,11,Loyal Customers
15373,United Kingdom,3418.84,17,8,1,5,5,11,At Risk
14217,United Kingdom,3416.89,23,1,1,5,5,11,At Risk
14215,United Kingdom,3416.33,9,11,1,5,5,11,At Risk
14653,United Kingdom,3404.8,11,1,1,5,5,11,At Risk
15916,United Kingdom,3377.69,13,16,1,5,5,11,At Risk
16271,United Kingdom,3367.82,8,15,1,5,5,11,At Risk
13285,United Kingdom,3364.59,6,23,2,4,5,11,At Risk
13246,United Kingdom,3351.75,11,18,1,5,5,11,At Risk
16818,United Kingdom,3349.57,11,10,1,5,5,11,At Risk
14608,United Kingdom,3342.94,10,4,1,5,5,11,At Risk
15065,United Kingdom,3326.86,5,37,2,4,5,11,At Risk
12865,Austria,3323.47,4,26,2,4,5,11,At Risk
12631,Finland,3321.57,6,57,2,4,5,11,At Risk
13131,United Kingdom,3313.77,7,23,2,4,5,11,At Risk
16365,United Kingdom,3307.2,15,17,1,5,5,11,At Risk
12589,France,3294.91,6,28,2,4,5,11,At Risk
13650,United Kingdom,3288.0,10,16,1,5,5,11,At Risk
15632,United Kingdom,3285.31,8,15,1,5,5,11,At Risk
14285,United Kingdom,3284.42,8,21,2,4,5,11,At Risk
15978,United Kingdom,3279.42,3,77,3,3,5,11,Loyal Customers
14293,United Kingdom,3267.93,9,3,1,5,5,11,At Risk
15140,United Kingdom,3243.69,8,52,2,4,5,11,At Risk
15602,United Kingdom,3230.51,16,8,1,5,5,11,At Risk
12645,Germany,3215.3,8,33,2,4,5,11,At Risk
12951,United Kingdom,3213.72,15,8,1,5,5,11,At Risk
14315,United Kingdom,3197.82,8,44,2,4,5,11,At Risk
12597,Spain,3195.22,4,19,2,4,5,11,At Risk
17228,United Kingdom,3175.98,13,15,1,5,5,11,At Risk
17621,United Kingdom,3175.12,6,21,2,4,5,11,At Risk
13268,United Kingdom,3152.71,10,17,1,5,5,11,At Risk
12569,Germany,3152.69,32,2,1,5,5,11,At Risk
14306,United Kingdom,3151.4,6,51,2,4,5,11,At Risk
17702,United Kingdom,3144.04,6,30,2,4,5,11,At Risk
17354,United Kingdom,3133.96,4,50,2,4,5,11,At Risk
14963,United Kingdom,3123.57,12,9,1,5,5,11,At Risk
13692,United Kingdom,3114.4,5,24,2,4,5,11,At Risk
16678,United Kingdom,3109.99,12,2,1,5,5,11,At Risk
13742,United Kingdom,3107.87,12,16,1,5,5,11,At Risk
12909,United Kingdom,3103.19,8,39,2,4,5,11,At Risk
15031,United Kingdom,3102.94,14,4,1,5,5,11,At Risk
13772,United Kingdom,3100.02,8,33,2,4,5,11,At Risk
16933,United Kingdom,3099.3,9,1,1,5,5,11,At Risk
13464,United Kingdom,3097.64,6,58,2,4,5,11,At Risk
12937,United Kingdom,3097.61,9,15,1,5,5,11,At Risk
15105,United Kingdom,3094.91,9,18,1,5,5,11,At Risk
17530,United Kingdom,3087.74,12,1,1,5,5,11,At Risk
12619,Germany,3085.7,9,16,1,5,5,11,At Risk
17929,United Kingdom,3082.1,12,11,1,5,5,11,At Risk
17090,United Kingdom,3080.18,13,4,1,5,5,11,At Risk
17870,United Kingdom,3079.69,13,2,1,5,5,11,At Risk
14700,United Kingdom,3076.06,5,32,2,4,5,11,At Risk
13077,United Kingdom,3054.37,11,1,1,5,5,11,At Risk
16007,United Kingdom,3053.06,7,47,2,4,5,11,At Risk
16775,United Kingdom,3052.74,16,10,1,5,5,11,At Risk
16560,United Kingdom,3048.38,8,26,2,4,5,11,At Risk
17884,United Kingdom,3015.99,20,3,1,5,5,11,At Risk
12849,United Kingdom,3015.98,6,31,2,4,5,11,At Risk
14456,United Kingdom,3014.32,9,5,1,5,5,11,At Risk
14621,United Kingdom,3000.57,9,1,1,5,5,11,At Risk
15687,United Kingdom,2993.1,9,8,1,5,5,11,At Risk
18241,United Kingdom,2986.99,21,9,1,5,5,11,At Risk
14226,United Kingdom,2985.13,6,28,2,4,5,11,At Risk
16012,United Kingdom,2978.59,5,35,2,4,5,11,At Risk
15611,United Kingdom,2976.28,24,9,1,5,5,11,At Risk
13012,United Kingdom,2957.83,11,9,1,5,5,11,At Risk
12826,United Kingdom,2955.75,12,2,1,5,5,11,At Risk
12877,United Kingdom,2942.14,20,3,1,5,5,11,At Risk
14524,United Kingdom,2909.86,13,31,2,5,4,11,At Risk
13764,United Kingdom,2908.67,6,70,3,4,4,11,Loyal Customers
17320,United Kingdom,2895.77,6,100,3,4,4,11,Loyal Customers
17242,United Kingdom,2889.28,5,108,3,4,4,11,Loyal Customers
16383,United Kingdom,2887.99,7,74,3,4,4,11,Loyal Customers
13501,Switzerland,2885.11,3,288,4,3,4,11,Loyal Customers
18170,United Kingdom,2878.0,9,33,2,5,4,11,At Risk
16229,United Kingdom,2867.86,6,87,3,4,4,11,Loyal Customers
14758,United Kingdom,2864.97,7,144,3,4,4,11,Loyal Customers
16755,United Kingdom,2864.68,7,114,3,4,4,11,Loyal Customers
16225,United Kingdom,2859.31,15,44,2,5,4,11,At Risk
13728,United Kingdom,2855.17,16,36,2,5,4,11,At Risk
14404,United Kingdom,2853.36,13,33,2,5,4,11,At Risk
14935,Channel Islands,2849.83,2,297,4,3,4,11,Loyal Customers
13477,United Kingdom,2819.17,11,37,2,5,4,11,At Risk
13032,United Kingdom,2815.96,9,52,2,5,4,11,At Risk
15660,United Kingdom,2812.99,15,25,2,5,4,11,At Risk
15797,United Kingdom,2806.08,5,113,3,4,4,11,Loyal Customers
17470,United Kingdom,2804.87,11,44,2,5,4,11,At Risk
13205,United Kingdom,2803.2,1,443,5,2,4,11,Potential Loyalists
13330,United Kingdom,2796.1,6,92,3,4,4,11,Loyal Customers
14035,United Kingdom,2794.75,9,28,2,5,4,11,At Risk
17790,United Kingdom,2779.41,20,26,2,5,4,11,At Risk
13695,United Kingdom,2770.73,16,31,2,5,4,11,At Risk
17720,United Kingdom,2768.91,10,26,2,5,4,11,At Risk
17368,United Kingdom,2758.29,14,23,2,5,4,11,At Risk
17262,United Kingdom,2757.62,11,52,2,5,4,11,At Risk
14665,United Kingdom,2749.65,7,60,3,4,4,11,Loyal Customers
15389,United Kingdom,2733.8,5,172,3,4,4,11,Loyal Customers
17591,United Kingdom,2723.62,8,73,3,4,4,11,Loyal Customers
15985,United Kingdom,2715.28,7,123,3,4,4,11,Loyal Customers
18173,United Kingdom,2696.36,5,86,3,4,4,11,Loyal Customers
16434,United Kingdom,2673.69,12,29,2,5,4,11,At Risk
13473,United Kingdom,2657.76,8,60,3,4,4,11,Loyal Customers
13117,United Kingdom,2643.81,18,21,2,5,4,11,At Risk
12635,Germany,2624.41,4,89,3,4,4,11,Loyal Customers
12671,Germany,2622.48,1,606,5,2,4,11,Potential Loyalists
13700,United Kingdom,2596.97,13,26,2,5,4,11,At Risk
14163,United Kingdom,2594.62,5,87,3,4,4,11,Loyal Customers
15062,United Kingdom,2585.62,8,71,3,4,4,11,Loyal Customers
16244,United Kingdom,2579.38,2,211,4,3,4,11,Loyal Customers
16206,United Kingdom,2577.12,13,54,2,5,4,11,At Risk
17002,United Kingdom,2571.55,7,85,3,4,4,11,Loyal Customers
17284,United Kingdom,2558.6,7,60,3,4,4,11,Loyal Customers
13192,United Kingdom,2558.58,6,95,3,4,4,11,Loyal Customers
16036,United Kingdom,2556.84,4,87,3,4,4,11,Loyal Customers
17787,United Kingdom,2553.82,4,152,3,4,4,11,Loyal Customers
15426,United Kingdom,2538.92,9,19,2,5,4,11,At Risk
13623,United Kingdom,2533.06,10,30,2,5,4,11,At Risk
14810,United Kingdom,2531.92,13,40,2,5,4,11,At Risk
15906,United Kingdom,2530.19,10,19,2,5,4,11,At Risk
17594,United Kingdom,2497.88,4,85,3,4,4,11,Loyal Customers
13414,United Kingdom,2494.14,6,133,3,4,4,11,Loyal Customers
14541,United Kingdom,2491.38,14,58,2,5,4,11,At Risk
15227,United Kingdom,2488.49,9,36,2,5,4,11,At Risk
16795,United Kingdom,2477.29,3,365,4,3,4,11,Loyal Customers
13134,United Kingdom,2475.23,6,85,3,4,4,11,Loyal Customers
16520,United Kingdom,2474.14,6,186,3,4,4,11,Loyal Customers
15860,United Kingdom,2461.46,17,40,2,5,4,11,At Risk
13151,United Kingdom,2454.71,3,295,4,3,4,11,Loyal Customers
18171,United Kingdom,2437.31,9,58,2,5,4,11,At Risk
15623,United Kingdom,2437.05,8,141,3,4,4,11,Loyal Customers
17505,United Kingdom,2435.48,5,161,3,4,4,11,Loyal Customers
13085,United Kingdom,2433.28,8,157,3,4,4,11,Loyal Customers
13094,United Kingdom,2433.12,13,21,2,5,4,11,At Risk
16638,United Kingdom,2430.53,15,22,2,5,4,11,At Risk
14502,United Kingdom,2426.79,11,19,2,5,4,11,At Risk
16040,United Kingdom,2416.9,7,65,3,4,4,11,Loyal Customers
16470,United Kingdom,2416.85,11,51,2,5,4,11,At Risk
13118,United Kingdom,2415.41,9,19,2,5,4,11,At Risk
12412,Denmark,2404.93,6,74,3,4,4,11,Loyal Customers
12431,Belgium,2402.43,4,60,3,4,4,11,Loyal Customers
12393,Australia,2399.45,6,72,3,4,4,11,Loyal Customers
14414,United Kingdom,2399.33,8,91,3,4,4,11,Loyal Customers
16147,United Kingdom,2398.91,5,133,3,4,4,11,Loyal Customers
15366,United Kingdom,2389.08,7,75,3,4,4,11,Loyal Customers
17634,United Kingdom,2358.59,9,36,2,5,4,11,At Risk
16083,United Kingdom,2351.42,4,100,3,4,4,11,Loyal Customers
12520,Germany,2346.26,5,79,3,4,4,11,Loyal Customers
13338,United Kingdom,2345.62,4,157,3,4,4,11,Loyal Customers
12676,Sweden,2333.09,10,24,2,5,4,11,At Risk
15549,United Kingdom,2330.41,8,77,3,4,4,11,Loyal Customers
16085,United Kingdom,2324.71,12,23,2,5,4,11,At Risk
13055,United Kingdom,2321.11,4,78,3,4,4,11,Loyal Customers
13908,United Kingdom,2319.55,4,79,3,4,4,11,Loyal Customers
14346,United Kingdom,2315.75,5,120,3,4,4,11,Loyal Customers
17193,United Kingdom,2310.04,9,35,2,5,4,11,At Risk
17282,United Kingdom,2308.54,5,130,3,4,4,11,Loyal Customers
16077,United Kingdom,2300.4,1,625,5,2,4,11,Potential Loyalists
16531,United Kingdom,2298.33,11,22,2,5,4,11,At Risk
13280,United Kingdom,2293.33,7,122,3,4,4,11,Loyal Customers
17047,United Kingdom,2289.23,6,85,3,4,4,11,Loyal Customers
12516,Germany,2288.62,4,77,3,4,4,11,Loyal Customers
16485,United Kingdom,2287.19,5,77,3,4,4,11,Loyal Customers
14481,United Kingdom,2284.69,5,164,3,4,4,11,Loyal Customers
13655,United Kingdom,2280.51,6,114,3,4,4,11,Loyal Customers
12725,Italy,2278.56,3,371,4,3,4,11,Loyal Customers
15734,United Kingdom,2263.3,4,114,3,4,4,11,Loyal Customers
16350,United Kingdom,2253.89,9,21,2,5,4,11,At Risk
12701,Germany,2248.41,6,79,3,4,4,11,Loyal Customers
14644,United Kingdom,2247.72,7,67,3,4,4,11,Loyal Customers
12868,United Kingdom,2247.06,8,185,3,4,4,11,Loyal Customers
16174,United Kingdom,2246.75,7,126,3,4,4,11,Loyal Customers
13627,United Kingdom,2245.9,7,59,3,4,4,11,Loyal Customers
16551,United Kingdom,2237.12,7,95,3,4,4,11,Loyal Customers
17180,United Kingdom,2236.77,11,56,2,5,4,11,At Risk
16108,United Kingdom,2235.92,4,84,3,4,4,11,Loyal Customers
18215,United Kingdom,2232.49,5,89,3,4,4,11,Loyal Customers
17648,United Kingdom,2216.37,5,60,3,4,4,11,Loyal Customers
18177,United Kingdom,2216.32,9,31,2,5,4,11,At Risk
13320,United Kingdom,2211.6,6,78,3,4,4,11,Loyal Customers
13410,United Kingdom,2201.96,9,24,2,5,4,11,At Risk
14006,United Kingdom,2196.67,7,115,3,4,4,11,Loyal Customers
16317,United Kingdom,2192.51,5,119,3,4,4,11,Loyal Customers
12802,Netherlands,2186.42,5,186,3,4,4,11,Loyal Customers
16221,United Kingdom,2185.21,9,36,2,5,4,11,At Risk
12457,Switzerland,2163.21,5,86,3,4,4,11,Loyal Customers
13643,United Kingdom,2156.77,10,31,2,5,4,11,At Risk
16275,United Kingdom,2151.11,3,196,4,3,4,11,Loyal Customers
16716,United Kingdom,2149.68,3,266,4,3,4,11,Loyal Customers
14407,United Kingdom,2142.73,5,107,3,4,4,11,Loyal Customers
17029,United Kingdom,2137.3,7,110,3,4,4,11,Loyal Customers
17305,United Kingdom,2135.46,1,648,5,2,4,11,Potential Loyalists
16493,United Kingdom,2132.09,7,79,3,4,4,11,Loyal Customers
16807,United Kingdom,2123.88,6,142,3,4,4,11,Loyal Customers
16996,United Kingdom,2123.61,9,30,2,5,4,11,At Risk
16054,United Kingdom,2111.88,4,145,3,4,4,11,Loyal Customers
14276,United Kingdom,2102.68,7,98,3,4,4,11,Loyal Customers
15815,United Kingdom,2100.6,5,63,3,4,4,11,Loyal Customers
12649,Germany,2096.65,8,107,3,4,4,11,Loyal Customers
13591,United Kingdom,2093.94,7,64,3,4,4,11,Loyal Customers
14396,United Kingdom,2079.73,7,65,3,4,4,11,Loyal Customers
17048,United Kingdom,2071.68,7,117,3,4,4,11,Loyal Customers
17585,United Kingdom,2064.71,7,109,3,4,4,11,Loyal Customers
13476,United Kingdom,2061.47,5,178,3,4,4,11,Loyal Customers
13984,United Kingdom,2048.6,12,26,2,5,4,11,At Risk
13663,United Kingdom,2047.51,5,179,3,4,4,11,Loyal Customers
17289,United Kingdom,2041.8,9,31,2,5,4,11,At Risk
16214,United Kingdom,2038.25,4,170,3,4,4,11,Loyal Customers
15384,United Kingdom,2027.79,4,169,3,4,4,11,Loyal Customers
12873,United Kingdom,2027.3,3,282,4,3,4,11,Loyal Customers
12599,France,2026.72,13,29,2,5,4,11,At Risk
13989,United Kingdom,2026.06,5,65,3,4,4,11,Loyal Customers
12418,Switzerland,2021.2,4,112,3,4,4,11,Loyal Customers
14623,United Kingdom,2012.3,10,32,2,5,4,11,At Risk
13888,United Kingdom,2001.59,7,119,3,4,4,11,Loyal Customers
14628,United Kingdom,1998.0,5,91,3,4,4,11,Loyal Customers
16698,United Kingdom,1998.0,2,226,4,3,4,11,Loyal Customers
16332,United Kingdom,1997.49,11,28,2,5,4,11,At Risk
14152,United Kingdom,1997.34,7,75,3,4,4,11,Loyal Customers
14301,United Kingdom,1992.18,4,117,3,4,4,11,Loyal Customers
13889,United Kingdom,1991.23,6,92,3,4,4,11,Loyal Customers
15192,United Kingdom,1981.39,5,119,3,4,4,11,Loyal Customers
15030,United Kingdom,1979.91,8,71,3,4,4,11,Loyal Customers
15795,United Kingdom,1979.87,8,149,3,4,4,11,Loyal Customers
17337,United Kingdom,1979.61,4,151,3,4,4,11,Loyal Customers
14905,United Kingdom,1971.39,8,157,3,4,4,11,Loyal Customers
15081,United Kingdom,1965.72,12,22,2,5,4,11,At Risk
17351,United Kingdom,1964.38,12,36,2,5,4,11,At Risk
17966,United Kingdom,1963.92,10,37,2,5,4,11,At Risk
17997,United Kingdom,1962.46,8,74,3,4,4,11,Loyal Customers
17039,United Kingdom,1954.99,1,604,5,2,4,11,Potential Loyalists
13208,United Kingdom,1951.82,8,59,3,4,4,11,Loyal Customers
15605,United Kingdom,1936.8,9,36,2,5,4,11,At Risk
16859,United Kingdom,1932.41,7,144,3,4,4,11,Loyal Customers
16788,United Kingdom,1927.28,5,123,3,4,4,11,Loyal Customers
16681,United Kingdom,1921.84,7,72,3,4,4,11,Loyal Customers
12842,United Kingdom,1917.99,4,70,3,4,4,11,Loyal Customers
16650,United Kingdom,1916.11,7,71,3,4,4,11,Loyal Customers
16770,United Kingdom,1909.73,9,57,2,5,4,11,At Risk
12947,United Kingdom,1908.03,6,143,3,4,4,11,Loyal Customers
17046,United Kingdom,1906.07,5,157,3,4,4,11,Loyal Customers
12644,Germany,1900.49,4,129,3,4,4,11,Loyal Customers
14127,United Kingdom,1900.08,6,122,3,4,4,11,Loyal Customers
14389,United Kingdom,1898.01,5,65,3,4,4,11,Loyal Customers
17560,United Kingdom,1895.8,8,94,3,4,4,11,Loyal Customers
14327,United Kingdom,1894.93,6,163,3,4,4,11,Loyal Customers
13276,United Kingdom,1891.91,5,63,3,4,4,11,Loyal Customers
12422,Switzerland,1889.7,6,168,3,4,4,11,Loyal Customers
16172,United Kingdom,1884.55,8,95,3,4,4,11,Loyal Customers
14403,United Kingdom,1880.51,6,130,3,4,4,11,Loyal Customers
18151,United Kingdom,1879.44,6,134,3,4,4,11,Loyal Customers
13946,United Kingdom,1876.23,6,79,3,4,4,11,Loyal Customers
17609,United Kingdom,1875.36,11,40,2,5,4,11,At Risk
12687,Sweden,1858.91,1,480,5,2,4,11,Potential Loyalists
16917,United Kingdom,1851.88,2,276,4,3,4,11,Loyal Customers
15201,United Kingdom,1842.95,7,87,3,4,4,11,Loyal Customers
12399,Belgium,1842.3,7,119,3,4,4,11,Loyal Customers
16175,United Kingdom,1836.44,7,94,3,4,4,11,Loyal Customers
15402,United Kingdom,1830.12,6,148,3,4,4,11,Loyal Customers
17642,United Kingdom,1824.49,5,119,3,4,4,11,Loyal Customers
12585,Germany,1824.1,2,234,4,3,4,11,Loyal Customers
14738,United Kingdom,1821.9,9,42,2,5,4,11,At Risk
15339,United Kingdom,1821.02,7,66,3,4,4,11,Loyal Customers
17259,United Kingdom,1820.34,6,148,3,4,4,11,Loyal Customers
14553,United Kingdom,1818.6,9,19,2,5,4,11,At Risk
17888,United Kingdom,1807.44,25,21,2,5,4,11,At Risk
15133,United Kingdom,1806.9,5,127,3,4,4,11,Loyal Customers
18236,United Kingdom,1795.35,12,29,2,5,4,11,At Risk
17603,United Kingdom,1788.38,4,78,3,4,4,11,Loyal Customers
16611,United Kingdom,1785.13,6,186,3,4,4,11,Loyal Customers
15128,United Kingdom,1783.68,5,60,3,4,4,11,Loyal Customers
13503,United Kingdom,1778.04,5,71,3,4,4,11,Loyal Customers
12908,United Kingdom,1776.0,5,176,3,4,4,11,Loyal Customers
16595,United Kingdom,1757.75,5,61,3,4,4,11,Loyal Customers
12422,Australia,1749.65,6,95,3,4,4,11,Loyal Customers
17695,United Kingdom,1746.04,5,131,3,4,4,11,Loyal Customers
14236,United Kingdom,1744.64,5,80,3,4,4,11,Loyal Customers
14584,United Kingdom,1738.16,8,169,3,4,4,11,Loyal Customers
12352,Norway,1729.54,9,36,2,5,4,11,At Risk
16809,United Kingdom,1727.43,9,23,2,5,4,11,At Risk
15730,United Kingdom,1726.58,5,65,3,4,4,11,Loyal Customers
14304,United Kingdom,1725.01,3,222,4,3,4,11,Loyal Customers
12592,Germany,1723.64,4,92,3,4,4,11,Loyal Customers
14704,United Kingdom,1720.58,9,19,2,5,4,11,At Risk
14021,United Kingdom,1716.58,7,155,3,4,4,11,Loyal Customers
17162,United Kingdom,1715.46,10,28,2,5,4,11,At Risk
13665,United Kingdom,1711.66,3,386,4,3,4,11,Loyal Customers
16654,United Kingdom,1711.47,8,141,3,4,4,11,Loyal Customers
16374,United Kingdom,1709.55,5,66,3,4,4,11,Loyal Customers
17731,United Kingdom,1708.99,6,79,3,4,4,11,Loyal Customers
16768,United Kingdom,1698.57,9,47,2,5,4,11,At Risk
14245,United Kingdom,1693.45,2,219,4,3,4,11,Loyal Customers
13294,United Kingdom,1689.53,3,189,4,3,4,11,Loyal Customers
17341,United Kingdom,1688.82,5,156,3,4,4,11,Loyal Customers
15976,United Kingdom,1680.31,6,165,3,4,4,11,Loyal Customers
14643,United Kingdom,1679.89,5,170,3,4,4,11,Loyal Customers
13800,United Kingdom,1679.56,3,309,4,3,4,11,Loyal Customers
13240,United Kingdom,1679.46,8,96,3,4,4,11,Loyal Customers
12870,United Kingdom,1676.95,3,375,4,3,4,11,Loyal Customers
15889,United Kingdom,1675.72,8,156,3,4,4,11,Loyal Customers
17656,United Kingdom,1674.69,5,73,3,4,4,11,Loyal Customers
13587,United Kingdom,1673.5,4,63,3,4,4,11,Loyal Customers
13434,United Kingdom,1666.86,5,74,3,4,4,11,Loyal Customers
12348,Finland,1658.4,5,75,3,4,4,11,Loyal Customers
12911,United Kingdom,1651.72,1,551,5,2,4,11,Potential Loyalists
16907,United Kingdom,1650.81,9,29,2,5,4,11,At Risk
15996,United Kingdom,1649.65,7,88,3,4,4,11,Loyal Customers
14420,United Kingdom,1639.17,4,99,3,4,4,11,Loyal Customers
15310,United Kingdom,1634.64,1,478,5,2,4,11,Potential Loyalists
18062,United Kingdom,1632.67,6,173,3,4,4,11,Loyal Customers
18136,United Kingdom,1631.36,5,63,3,4,4,11,Loyal Customers
12383,Belgium,1628.56,5,184,3,4,4,11,Loyal Customers
13154,United Kingdom,1624.84,3,399,4,3,4,11,Loyal Customers
13900,United Kingdom,1610.59,6,183,3,4,4,11,Loyal Customers
17814,United Kingdom,1609.37,2,375,4,3,4,11,Loyal Customers
14920,United Kingdom,1607.17,3,212,4,3,4,11,Loyal Customers
17515,United Kingdom,1602.51,9,31,2,5,4,11,At Risk
15325,United Kingdom,1601.46,8,103,3,4,4,11,Loyal Customers
12514,Italy,1597.76,2,267,4,3,4,11,Loyal Customers
17853,United Kingdom,1596.29,3,407,4,3,4,11,Loyal Customers
16801,United Kingdom,1594.23,4,163,3,4,4,11,Loyal Customers
16092,United Kingdom,1587.94,6,114,3,4,4,11,Loyal Customers
13156,United Kingdom,1586.54,3,385,4,3,4,11,Loyal Customers
13752,United Kingdom,1579.83,7,124,3,4,4,11,Loyal Customers
16256,United Kingdom,1579.37,3,266,4,3,4,11,Loyal Customers
13337,United Kingdom,1575.26,1,546,5,2,4,11,Potential Loyalists
13539,United Kingdom,1569.36,7,85,3,4,4,11,Loyal Customers
16774,United Kingdom,1567.48,8,67,3,4,4,11,Loyal Customers
17222,United Kingdom,1563.61,6,65,3,4,4,11,Loyal Customers
17867,United Kingdom,1560.72,14,30,2,5,4,11,At Risk
15466,United Kingdom,1560.46,4,85,3,4,4,11,Loyal Customers
18036,United Kingdom,1545.49,11,32,2,5,4,11,At Risk
12778,Netherlands,1541.68,9,19,2,5,4,11,At Risk
16835,United Kingdom,1538.41,6,128,3,4,4,11,Loyal Customers
13402,United Kingdom,1535.13,4,127,3,4,4,11,Loyal Customers
